fid,Pressure_h,Temperatur,Humidity_p,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,SO2_October_2025,O3_October_2025,NO2_October_2025,CO_October_2025,UVAI_October_2025
1953,975.55,33.31,62.96,48,0.04,25.545089,76.864771,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1954,975.55,32.59,64.8,24,0.02,25.54509,76.86477,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1955,975.55,32.55,64.73,12,0.01,25.545092,76.86477,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1956,975.55,31.88,66.72,48,0.03,25.545107,76.864773,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1957,975.55,18.98,91.55,36,0,25.545119,76.864812,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1958,975.55,17.33,90.64,24,0.06,25.545099,76.864798,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1959,975.56,33.46,63.17,12,0.05,25.545096,76.86477,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1960,975.56,33.12,63.5,12,0.05,25.545089,76.864769,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1961,975.56,33.01,63.7,48,0.06,25.54509,76.864772,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1962,975.56,32.95,63.88,24,0.06,25.545089,76.864776,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1963,975.56,32.85,64.04,24,0.06,25.545088,76.864772,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1964,975.56,32.67,64.36,12,0.06,25.545084,76.864768,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1965,975.56,31.65,67.54,36,0.04,25.5451,76.864775,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1966,975.56,19.78,92.2,72,0.05,25.545103,76.864802,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1967,975.56,19.07,91.43,0,0.04,25.545119,76.864812,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1968,975.56,18.45,91.37,12,0.04,25.545111,76.864798,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1969,975.56,17.48,90.59,48,0.04,25.545104,76.864801,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1970,975.56,16.98,90.18,0,0.05,25.545085,76.864788,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1971,975.56,16.65,89.4,12,0.1,25.545073,76.864781,318.57022220746,0.00038,0.1249,0.00002,0.0291,-0.18331
1972,975.57,33.64,62.46,0,0.06,25.545091,76.864768,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1973,975.57,33.45,62.79,84,0.05,25.545095,76.86477,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1974,975.57,33.22,63.3,12,0.05,25.545086,76.86477,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1975,975.57,32.83,64.22,48,0.05,25.545088,76.864771,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1976,975.57,32.76,64.13,36,0.06,25.545086,76.86477,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1977,975.57,32.32,65.09,24,0.05,25.545089,76.864774,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1978,975.57,32.28,64.97,0,0.06,25.545087,76.864771,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1979,975.57,32.24,65.14,24,0.07,25.545085,76.86477,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1980,975.57,31.98,66.04,36,0.05,25.545105,76.864775,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1981,975.57,31.9,66.3,24,0.04,25.545106,76.864774,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1982,975.57,31.79,67.2,12,0.04,25.545104,76.864776,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1983,975.57,20.45,93.59,12,0.04,25.545097,76.864807,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1984,975.57,19.31,91.5,24,0.05,25.545114,76.864804,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1985,975.57,19.15,92.02,12,0.04,25.545118,76.864809,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1986,975.57,16.49,90.75,24,0.17,25.545074,76.864763,318.484386594484,0.00038,0.1249,0.00002,0.0291,-0.18331
1987,975.58,33.62,62.59,60,0.06,25.545094,76.864769,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1988,975.58,33.41,62.9,12,0.05,25.545093,76.86477,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1989,975.58,33.39,62.87,72,0.05,25.545093,76.864771,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1990,975.58,33.15,63.5,24,0.05,25.545088,76.864769,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1991,975.58,32.91,64.02,36,0.06,25.545089,76.864776,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1992,975.58,32.54,64.75,0,0.01,25.545096,76.86477,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1993,975.58,32.38,65.45,36,0.04,25.545091,76.864772,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1994,975.58,32.22,65.23,12,0.06,25.545088,76.864769,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1995,975.58,32.18,65.16,24,0.06,25.545088,76.864771,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1996,975.58,32.07,65.58,12,0.07,25.5451,76.864775,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1997,975.58,32.02,65.74,48,0.07,25.5451,76.864775,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1998,975.58,31.96,66.22,24,0.05,25.545105,76.864774,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
1999,975.58,31.86,66.6,36,0.04,25.545107,76.864773,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
2000,975.58,31.76,67.3,12,0.04,25.545104,76.864776,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
2001,975.58,31.56,67.57,72,0.06,25.545103,76.864777,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
2002,975.58,17.18,90.58,48,0.05,25.545095,76.864796,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
2003,975.58,16.61,89.53,36,0.11,25.545076,76.864769,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
2004,975.58,16.48,91.72,72,0.17,25.545117,76.864611,318.398551693955,0.00038,0.1249,0.00002,0.0291,-0.18331
2005,975.59,33.65,62.55,24,0.05,25.545091,76.864768,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2006,975.59,33.33,63,12,0.05,25.545089,76.864771,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2007,975.59,33.07,63.55,48,0.05,25.54509,76.864771,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2008,975.59,32.98,63.68,12,0.05,25.54509,76.864773,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2009,975.59,32.87,64.03,36,0.06,25.545089,76.864774,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2010,975.59,32.81,64.25,96,0.05,25.545088,76.864772,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2011,975.59,32.61,64.79,12,0.03,25.54509,76.86477,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2012,975.59,32.21,65.24,48,0.05,25.545088,76.864771,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2013,975.59,32.12,65.32,48,0.07,25.545095,76.864773,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2014,975.59,31.93,66.21,24,0.04,25.545105,76.864774,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2015,975.59,31.83,66.83,36,0.03,25.545106,76.864773,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2016,975.59,31.6,67.6,36,0.06,25.545102,76.864776,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2017,975.59,31.46,67.71,48,0.08,25.545102,76.864781,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2018,975.59,31.38,67.7,36,0.08,25.545102,76.864775,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2019,975.59,18.18,91.38,36,0.05,25.545111,76.864795,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2020,975.59,17.64,90.23,12,0.05,25.545104,76.864803,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2021,975.59,17.11,90.13,24,0.05,25.545095,76.864796,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2022,975.59,16.71,89.55,36,0.05,25.545074,76.864781,318.312717505856,0.00038,0.1249,0.00002,0.0291,-0.18331
2023,975.6,33.6,62.77,12,0.05,25.545098,76.864769,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2024,975.6,33.37,62.83,36,0.03,25.545093,76.864771,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2025,975.6,32.84,64.2,48,0.06,25.545088,76.864772,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2026,975.6,32.65,64.56,72,0.02,25.545085,76.864767,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2027,975.6,32.62,64.58,24,0.03,25.545087,76.864769,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2028,975.6,32.36,65.24,12,0.04,25.54509,76.864773,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2029,975.6,31.3,67.74,48,0.07,25.545103,76.864774,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2030,975.6,23.6,89.74,0,0.06,25.545093,76.8648,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2031,975.6,18.89,91.69,48,0.04,25.54511,76.864803,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2032,975.6,18.54,91.54,0,0.04,25.545113,76.8648,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2033,975.6,18.02,90.93,36,0.06,25.545112,76.864797,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2034,975.6,17.93,90.84,0,0.05,25.545112,76.864797,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2035,975.6,17.85,90.7,24,0.06,25.545111,76.8648,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2036,975.6,17.41,90.53,12,0.06,25.545104,76.864801,318.226884030184,0.00038,0.1249,0.00002,0.0291,-0.18331
2037,975.61,33.34,62.96,12,0.04,25.545092,76.864771,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2038,975.61,33.28,62.95,24,0.04,25.545088,76.864771,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2039,975.61,33.18,63.34,24,0.05,25.545087,76.864769,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2040,975.61,32.93,63.94,84,0.06,25.545089,76.864776,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2041,975.61,32.78,64.22,36,0.05,25.545087,76.864772,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2042,975.61,32.53,64.88,48,0.02,25.545096,76.86477,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2043,975.61,32.51,64.73,24,0.02,25.545096,76.864769,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2044,975.61,32.46,64.93,24,0.02,25.545095,76.86477,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2045,975.61,32.44,64.87,12,0.02,25.545094,76.864771,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2046,975.61,32.4,65.23,60,0.04,25.545092,76.864772,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2047,975.61,32.33,65.19,36,0.03,25.545089,76.864774,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2048,975.61,31.69,67.36,24,0.05,25.545102,76.864775,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2049,975.61,31.68,67.37,36,0.05,25.5451,76.864775,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2050,975.61,31.63,67.4,60,0.06,25.545101,76.864775,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2051,975.61,31.39,67.71,12,0.07,25.545102,76.864776,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2052,975.61,31.03,68.25,12,0.07,25.545115,76.864775,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2053,975.61,19.58,91.95,24,0.05,25.545106,76.864801,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2054,975.61,19.5,91.51,0,0.05,25.545108,76.864801,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2055,975.61,16.75,89.58,36,0.06,25.545077,76.864782,318.141051266914,0.00038,0.1249,0.00002,0.0291,-0.18331
2056,975.62,32.89,64.1,48,0.05,25.545089,76.864776,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2057,975.62,32.74,64.15,36,0.06,25.545085,76.864769,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2058,975.62,32.71,64.3,12,0.06,25.545083,76.864769,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2059,975.62,32.3,65.2,12,0.06,25.545089,76.864773,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2060,975.62,32.27,64.98,36,0.07,25.545087,76.864771,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2061,975.62,32.14,65.29,36,0.08,25.545093,76.864773,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2062,975.62,32.05,65.64,24,0.07,25.5451,76.864775,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2063,975.62,31.62,67.39,12,0.05,25.545102,76.864776,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2064,975.62,31.48,67.83,60,0.06,25.545102,76.864779,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2065,975.62,31.33,67.77,48,0.06,25.545103,76.864774,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2066,975.62,23.07,91.18,24,0.06,25.545098,76.864806,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2067,975.62,21.08,93.04,36,0.04,25.54509,76.864802,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2068,975.62,18.11,91.01,24,0.04,25.545112,76.864795,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2069,975.62,17.04,90.1,24,0.06,25.54509,76.864793,318.055219216036,0.00038,0.1249,0.00002,0.0291,-0.18331
2070,975.63,32.49,64.91,84,0.02,25.545096,76.864769,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2071,975.63,32.16,65.2,72,0.07,25.545091,76.864772,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2072,975.63,31.82,67.02,24,0.03,25.545105,76.864774,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2073,975.63,31.81,67.18,12,0.04,25.545104,76.864775,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2074,975.63,31.71,67.29,36,0.05,25.545104,76.864776,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2075,975.63,31.59,67.43,48,0.07,25.545101,76.864777,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2076,975.63,31.43,67.72,72,0.07,25.545103,76.864781,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2077,975.63,31.29,67.88,72,0.07,25.545103,76.864773,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2078,975.63,31.21,68.07,24,0.07,25.545105,76.864773,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2079,975.63,31.08,68.31,36,0.04,25.54511,76.864779,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2080,975.63,31.04,68.24,12,0.06,25.545114,76.864778,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2081,975.63,30.95,68.24,36,0.02,25.545122,76.864765,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2082,975.63,21.43,92.14,24,0.06,25.545092,76.8648,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2083,975.63,20.64,93.17,36,0.04,25.545096,76.864806,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2084,975.63,19.23,91.54,0,0.05,25.545118,76.864809,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2085,975.63,17.71,89.75,36,0.05,25.545105,76.864802,317.969387877545,0.00038,0.1249,0.00002,0.0291,-0.18331
2086,975.64,33.03,63.53,36,0.05,25.54509,76.864772,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2087,975.64,32.71,64.34,12,0.06,25.545083,76.864769,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2088,975.64,32.41,65.1,24,0.03,25.545094,76.864771,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2089,975.64,32.12,65.32,36,0.08,25.545095,76.864773,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2090,975.64,31.47,67.74,36,0.07,25.545102,76.864781,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2091,975.64,31.13,68.41,24,0.07,25.545107,76.864778,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2092,975.64,30.63,69,72,0,25.54509,76.864784,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2093,975.64,18.8,91.28,12,0.04,25.545111,76.864803,317.883557251417,0.00038,0.1249,0.00002,0.0291,-0.18331
2094,975.65,32.01,65.89,12,0.07,25.545102,76.864775,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2095,975.65,31.54,67.88,36,0.06,25.545104,76.864778,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2096,975.65,31.41,67.51,72,0.07,25.545102,76.864778,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2097,975.65,30.9,68.49,0,0,25.545131,76.864769,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2098,975.65,19.7,92.24,96,0.04,25.545106,76.864801,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2099,975.65,18.63,91.86,24,0.05,25.545113,76.8648,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2100,975.65,18.38,91.44,24,0.04,25.545111,76.864798,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2101,975.65,18.28,91.42,36,0.05,25.545111,76.864796,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2102,975.65,17.55,91.02,36,0.06,25.545104,76.864804,317.797727337642,0.00038,0.1249,0.00002,0.0291,-0.18331
2103,975.66,33.21,63.23,36,0.06,25.545086,76.86477,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2104,975.66,31.26,67.89,36,0.06,25.545105,76.864773,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2105,975.66,31.24,68.03,12,0.07,25.545105,76.864773,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2106,975.66,31.16,68.22,48,0.06,25.545104,76.864775,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2107,975.66,31.09,68.35,48,0.04,25.545109,76.864779,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2108,975.66,31.03,68.28,24,0.06,25.545115,76.864777,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2109,975.66,30.93,68.32,60,0,25.545127,76.864766,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2110,975.66,24.95,86.29,36,0.06,25.545092,76.864803,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2111,975.66,21.59,92.76,36,0.05,25.5451,76.8648,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2112,975.66,21.18,93.17,12,0.04,25.545091,76.864801,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2113,975.66,20.97,92.94,12,0.04,25.545091,76.864802,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2114,975.66,20.36,92.79,0,0.04,25.5451,76.864807,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2115,975.66,20.17,92.89,12,0.04,25.545101,76.864805,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2116,975.66,19.96,93.12,0,0.04,25.545101,76.864805,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2117,975.66,19.87,92.68,48,0.05,25.545102,76.864803,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2118,975.66,16.56,89.33,24,0.31,25.545076,76.864761,317.711898136209,0.00038,0.1249,0.00002,0.0291,-0.18331
2119,975.67,31.73,67.33,12,0.04,25.545104,76.864776,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2120,975.67,31.52,67.76,12,0.06,25.545102,76.864779,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2121,975.67,31.36,67.72,12,0.08,25.545102,76.864774,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2122,975.67,31.02,68.24,60,0.06,25.545113,76.86477,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2123,975.67,22.25,92.21,12,0.06,25.545106,76.8648,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2124,975.67,21.52,92.38,24,0.05,25.545097,76.8648,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2125,975.67,20.82,92.82,60,0.04,25.545096,76.864805,317.626069647104,0.00038,0.1249,0.00002,0.0291,-0.18331
2126,975.68,32.24,65.13,48,0.06,25.545087,76.86477,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2127,975.68,32.18,65.01,36,0.05,25.545089,76.864772,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2128,975.68,31.19,68.2,24,0.07,25.545105,76.864774,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2129,975.68,31.06,68.24,0,0.04,25.545112,76.864778,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2130,975.68,31.02,68.24,36,0.06,25.545113,76.86477,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2131,975.68,30.91,68.36,48,0,25.545131,76.864769,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2132,975.68,27.43,79.69,72,0.05,25.545094,76.864809,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2133,975.68,27.03,80.88,12,0.05,25.545096,76.864813,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2134,975.68,24.05,88.88,0,0.06,25.545097,76.864803,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2135,975.68,22.94,91.61,12,0.06,25.5451,76.864806,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2136,975.68,20.9,93.04,48,0.04,25.545092,76.864802,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2137,975.68,17.8,90.67,12,0.05,25.545111,76.8648,317.540241870313,0.00038,0.1249,0.00002,0.0291,-0.18331
2138,975.69,31.43,67.75,24,0.06,25.545102,76.864778,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2139,975.69,30.89,68.39,60,0,25.54513,76.864771,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2140,975.69,30.87,68.43,12,0,25.545127,76.864776,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2141,975.69,30.79,68.7,12,0.01,25.545117,76.86478,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2142,975.69,29.78,72.15,0,0.02,25.545109,76.864791,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2143,975.69,25.76,83.88,0,0.05,25.545095,76.864806,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2144,975.69,25.27,85.49,60,0.05,25.54509,76.864804,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2145,975.69,23.72,89.49,36,0.07,25.545094,76.8648,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2146,975.69,22.66,91.65,24,0.07,25.545103,76.864803,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2147,975.69,21.78,92.85,24,0.05,25.545104,76.864798,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2148,975.69,21.36,92.95,24,0.05,25.545092,76.8648,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2149,975.69,21.24,93,60,0.04,25.545091,76.864801,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2150,975.69,20.28,92.95,36,0.05,25.5451,76.864807,317.45441480582,0.00038,0.1249,0.00002,0.0291,-0.18331
2151,975.7,31.12,68.38,48,0.06,25.545107,76.864778,317.368588453621,0.00038,0.1249,0.00002,0.0291,-0.18331
2152,975.7,30.99,68.18,0,0.02,25.545116,76.864767,317.368588453621,0.00038,0.1249,0.00002,0.0291,-0.18331
2153,975.7,30.83,68.66,48,0,25.545119,76.86478,317.368588453621,0.00038,0.1249,0.00002,0.0291,-0.18331
2154,975.7,30.76,68.81,48,0,25.545103,76.864782,317.368588453621,0.00038,0.1249,0.00002,0.0291,-0.18331
2155,975.7,30.67,68.81,24,0.01,25.545091,76.864782,317.368588453621,0.00038,0.1249,0.00002,0.0291,-0.18331
2156,975.7,30.6,69.06,48,0,25.545091,76.864784,317.368588453621,0.00038,0.1249,0.00002,0.0291,-0.18331
