fid,Pressure_h,Temperatur,Humidity_p,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,SO2_October_2025,O3_October_2025,NO2_October_2025,CO_October_2025,UVAI_October_2025
1736,975.18,37.13,55.38,12,0.08,25.545094,76.864761,321.83250355395,0.00038,0.1249,0.00002,0.0291,-0.18331
1737,975.18,36.72,56.41,60,0.07,25.545111,76.86476,321.83250355395,0.00038,0.1249,0.00002,0.0291,-0.18331
1738,975.18,36.69,56.39,36,0.07,25.545109,76.864757,321.83250355395,0.00038,0.1249,0.00002,0.0291,-0.18331
1739,975.18,36.52,55.86,12,0.08,25.545114,76.864765,321.83250355395,0.00038,0.1249,0.00002,0.0291,-0.18331
1740,975.18,36.31,57.12,24,0.07,25.545124,76.864762,321.83250355395,0.00038,0.1249,0.00002,0.0291,-0.18331
1741,975.18,36.2,56.33,12,0.08,25.545127,76.864764,321.83250355395,0.00038,0.1249,0.00002,0.0291,-0.18331
1742,975.19,37.02,55.55,0,0.07,25.545094,76.864758,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1743,975.19,36.94,55.96,0,0.08,25.545095,76.86476,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1744,975.19,36.85,56.27,24,0.08,25.545103,76.864763,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1745,975.19,36.76,56.48,12,0.08,25.545109,76.864762,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1746,975.19,36.68,56.11,24,0.09,25.545109,76.864757,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1747,975.19,36.59,56.69,24,0.09,25.54511,76.86476,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1748,975.19,36.36,56.83,72,0.06,25.545124,76.864763,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1749,975.19,36.33,56.91,36,0.06,25.545124,76.864764,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1750,975.19,35.97,57.45,12,0.06,25.545125,76.864764,321.746640858209,0.00038,0.1249,0.00002,0.0291,-0.18331
1751,975.2,37,55.5,24,0.07,25.545094,76.864759,321.660778875422,0.00038,0.1249,0.00002,0.0291,-0.18331
1752,975.2,36.8,56.35,0,0.07,25.545107,76.864763,321.660778875422,0.00038,0.1249,0.00002,0.0291,-0.18331
1753,975.2,36.45,57.11,24,0.09,25.545117,76.864766,321.660778875422,0.00038,0.1249,0.00002,0.0291,-0.18331
1754,975.2,35.99,57.62,24,0.04,25.545119,76.864764,321.660778875422,0.00038,0.1249,0.00002,0.0291,-0.18331
1755,975.21,37.26,54.33,12,0.06,25.545094,76.864765,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1756,975.21,36.74,56.65,48,0.09,25.545111,76.86476,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1757,975.21,36.64,56.32,12,0.08,25.545109,76.864758,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1758,975.21,36.61,56.4,0,0.07,25.545109,76.864758,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1759,975.21,36.28,56.89,60,0.07,25.545125,76.864764,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1760,975.21,36.23,56.71,24,0.07,25.545124,76.864767,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1761,975.21,36.08,56.81,12,0.08,25.545126,76.864762,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1762,975.21,36.03,57.33,48,0.06,25.545119,76.864765,321.574917605568,0.00038,0.1249,0.00002,0.0291,-0.18331
1763,975.22,36.91,55.65,36,0.08,25.545099,76.864762,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1764,975.22,36.87,56.21,12,0.07,25.545102,76.864763,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1765,975.22,36.58,56.63,36,0.07,25.54511,76.86476,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1766,975.22,36.38,56.95,36,0.07,25.545122,76.864765,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1767,975.22,36.01,57.9,48,0.06,25.545119,76.864764,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1768,975.22,35.99,57.3,24,0.04,25.545122,76.864763,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1769,975.22,35.96,57.56,12,0.06,25.545124,76.864765,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1770,975.22,35.89,57.68,84,0.07,25.545118,76.864765,321.489057048643,0.00038,0.1249,0.00002,0.0291,-0.18331
1771,975.23,36.78,56.22,24,0.08,25.545108,76.864763,321.403197204621,0.00038,0.1249,0.00002,0.0291,-0.18331
1772,975.23,36.57,55.99,36,0.09,25.545111,76.864761,321.403197204621,0.00038,0.1249,0.00002,0.0291,-0.18331
1773,975.23,36.21,56.21,24,0.07,25.545126,76.864765,321.403197204621,0.00038,0.1249,0.00002,0.0291,-0.18331
1774,975.23,36.17,56.42,12,0.07,25.545128,76.864763,321.403197204621,0.00038,0.1249,0.00002,0.0291,-0.18331
1775,975.24,36.66,56.22,36,0.08,25.545108,76.864757,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1776,975.24,36.48,56.12,36,0.07,25.545116,76.864766,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1777,975.24,36.34,56.87,24,0.06,25.545124,76.864763,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1778,975.24,36.3,57.51,12,0.07,25.545124,76.864762,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1779,975.24,36.17,56.54,24,0.06,25.54513,76.864761,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1780,975.24,36.1,56.76,12,0.06,25.545128,76.864761,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1781,975.24,35.98,57.5,48,0.04,25.545125,76.864764,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1782,975.24,35.84,57.85,48,0.05,25.545116,76.864762,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1783,975.24,35.81,58.3,24,0.07,25.545119,76.864764,321.317338073494,0.00038,0.1249,0.00002,0.0291,-0.18331
1784,975.25,36.43,56.78,36,0.09,25.54512,76.864766,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1785,975.25,36.25,56.64,36,0.08,25.545124,76.864766,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1786,975.25,36.04,57.46,24,0.06,25.545121,76.864765,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1787,975.25,36.01,57.59,48,0.06,25.545119,76.864764,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1788,975.25,35.89,57.59,36,0.06,25.54512,76.864765,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1789,975.25,35.81,58.09,48,0.06,25.545117,76.864762,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1790,975.25,35.73,58.57,24,0.07,25.545122,76.864766,321.231479655256,0.00038,0.1249,0.00002,0.0291,-0.18331
1791,975.26,36.5,56.02,72,0.08,25.545116,76.864766,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1792,975.26,36.11,56.75,24,0.07,25.545128,76.864761,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1793,975.26,36.05,57.41,36,0.08,25.545121,76.864765,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1794,975.26,35.98,57.63,12,0.06,25.545125,76.864764,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1795,975.26,35.95,57.65,60,0.05,25.545124,76.864765,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1796,975.26,35.92,57.59,24,0.05,25.545122,76.864765,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1797,975.26,35.91,57.6,24,0.06,25.54512,76.864765,321.145621949882,0.00038,0.1249,0.00002,0.0291,-0.18331
1798,975.27,36.56,55.9,36,0.08,25.545114,76.864765,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1799,975.27,36.33,57.3,48,0.07,25.545124,76.864764,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1800,975.27,36.3,57.36,72,0.07,25.545124,76.864762,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1801,975.27,36.08,57.05,24,0.06,25.545125,76.864763,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1802,975.27,36.02,57.5,72,0.07,25.545119,76.864764,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1803,975.27,35.86,57.65,48,0.07,25.545116,76.864764,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1804,975.27,35.85,57.62,84,0.06,25.545115,76.864762,321.059764957363,0.00038,0.1249,0.00002,0.0291,-0.18331
1805,975.28,36.42,56.86,12,0.07,25.54512,76.864766,320.973908677694,0.00038,0.1249,0.00002,0.0291,-0.18331
1806,975.28,36.27,56.58,24,0.07,25.545124,76.864766,320.973908677694,0.00038,0.1249,0.00002,0.0291,-0.18331
1807,975.28,36.24,56.62,24,0.08,25.545125,76.864766,320.973908677694,0.00038,0.1249,0.00002,0.0291,-0.18331
1808,975.28,35.8,57.95,48,0.07,25.545119,76.864767,320.973908677694,0.00038,0.1249,0.00002,0.0291,-0.18331
1809,975.28,35.8,58.05,72,0.07,25.545119,76.864767,320.973908677694,0.00038,0.1249,0.00002,0.0291,-0.18331
1810,975.28,35.75,58.26,12,0.07,25.545122,76.864766,320.973908677694,0.00038,0.1249,0.00002,0.0291,-0.18331
1811,975.29,36.08,57.16,48,0.07,25.545124,76.864763,320.88805311085,0.00038,0.1249,0.00002,0.0291,-0.18331
1812,975.29,35.92,57.33,0,0.06,25.545121,76.864765,320.88805311085,0.00038,0.1249,0.00002,0.0291,-0.18331
1813,975.29,35.87,57.55,24,0.05,25.545116,76.864764,320.88805311085,0.00038,0.1249,0.00002,0.0291,-0.18331
1814,975.29,35.77,57.96,24,0.06,25.545121,76.864767,320.88805311085,0.00038,0.1249,0.00002,0.0291,-0.18331
1815,975.29,35.53,59.72,12,0.04,25.545112,76.864767,320.88805311085,0.00038,0.1249,0.00002,0.0291,-0.18331
1816,975.3,35.94,57.61,0,0.06,25.545123,76.864765,320.802198256822,0.00038,0.1249,0.00002,0.0291,-0.18331
1817,975.3,35.81,58.35,36,0.06,25.545118,76.864763,320.802198256822,0.00038,0.1249,0.00002,0.0291,-0.18331
1818,975.3,35.68,58.55,24,0.06,25.545119,76.864764,320.802198256822,0.00038,0.1249,0.00002,0.0291,-0.18331
1819,975.3,35.49,59.57,12,0.05,25.545112,76.864766,320.802198256822,0.00038,0.1249,0.00002,0.0291,-0.18331
1820,975.31,36.14,56.45,12,0.07,25.54513,76.864762,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1821,975.31,35.85,57.99,12,0.06,25.545116,76.864762,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1822,975.31,35.78,58,24,0.06,25.54512,76.864768,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1823,975.31,35.72,58.86,24,0.06,25.545121,76.864765,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1824,975.31,35.72,58.56,0,0.06,25.545122,76.864766,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1825,975.31,35.67,58.94,48,0.06,25.545119,76.864767,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1826,975.31,35.64,58.56,60,0.05,25.545121,76.864771,320.716344115599,0.00038,0.1249,0.00002,0.0291,-0.18331
1827,975.32,36.23,56.4,72,0.08,25.545125,76.864766,320.630490687166,0.00038,0.1249,0.00002,0.0291,-0.18331
1828,975.32,35.68,58.82,12,0.06,25.545119,76.864763,320.630490687166,0.00038,0.1249,0.00002,0.0291,-0.18331
1829,975.33,35.69,59.15,12,0.06,25.54512,76.864764,320.54463797151,0.00038,0.1249,0.00002,0.0291,-0.18331
1830,975.34,35.8,57.93,84,0.06,25.545119,76.864768,320.458785968619,0.00038,0.1249,0.00002,0.0291,-0.18331
1831,975.34,35.7,58.81,12,0.05,25.54512,76.864764,320.458785968619,0.00038,0.1249,0.00002,0.0291,-0.18331
1832,975.34,35.67,58.71,24,0.05,25.545119,76.864769,320.458785968619,0.00038,0.1249,0.00002,0.0291,-0.18331
1833,975.34,35.63,58.83,0,0.06,25.545121,76.864771,320.458785968619,0.00038,0.1249,0.00002,0.0291,-0.18331
1834,975.34,35.5,59.77,24,0.05,25.545112,76.864766,320.458785968619,0.00038,0.1249,0.00002,0.0291,-0.18331
1835,975.34,35.35,59.86,12,0.05,25.545113,76.864767,320.458785968619,0.00038,0.1249,0.00002,0.0291,-0.18331
1836,975.35,35.67,58.74,48,0.06,25.545119,76.864767,320.372934678475,0.00038,0.1249,0.00002,0.0291,-0.18331
1837,975.35,35.15,60.88,12,0.01,25.545108,76.86477,320.372934678475,0.00038,0.1249,0.00002,0.0291,-0.18331
1838,975.36,35.51,59.68,24,0.05,25.545112,76.864766,320.287084101073,0.00038,0.1249,0.00002,0.0291,-0.18331
1839,975.36,35.43,59.63,24,0.05,25.545112,76.864765,320.287084101073,0.00038,0.1249,0.00002,0.0291,-0.18331
1840,975.36,35.38,59.96,24,0.04,25.545113,76.864766,320.287084101073,0.00038,0.1249,0.00002,0.0291,-0.18331
1841,975.36,35.18,61.48,12,0.03,25.545109,76.864769,320.287084101073,0.00038,0.1249,0.00002,0.0291,-0.18331
1842,975.37,35.68,59.07,12,0.05,25.545119,76.864764,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1843,975.37,35.62,58.81,24,0.06,25.545122,76.864771,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1844,975.37,35.61,58.89,36,0.04,25.545121,76.864771,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1845,975.37,35.58,59.17,60,0.05,25.545119,76.86477,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1846,975.37,35.55,59.9,12,0.05,25.545117,76.864768,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1847,975.37,35.48,59.64,12,0.05,25.545113,76.864765,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1848,975.37,35.45,59.09,24,0.05,25.545113,76.864764,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1849,975.37,35.29,60.58,36,0.05,25.545111,76.864769,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1850,975.37,35.26,60.76,48,0.05,25.54511,76.864769,320.201234236392,0.00038,0.1249,0.00002,0.0291,-0.18331
1851,975.38,35.79,57.97,36,0.07,25.54512,76.864768,320.115385084423,0.00038,0.1249,0.00002,0.0291,-0.18331
1852,975.38,35.76,58.07,48,0.07,25.545122,76.864767,320.115385084423,0.00038,0.1249,0.00002,0.0291,-0.18331
1853,975.38,33.79,62.82,24,0.06,25.545095,76.864762,320.115385084423,0.00038,0.1249,0.00002,0.0291,-0.18331
1854,975.39,35.53,59.65,60,0.05,25.545112,76.864767,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1855,975.39,35.48,59.44,48,0.05,25.545113,76.864765,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1856,975.39,35.23,60.91,60,0.04,25.54511,76.864769,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1857,975.39,35.2,60.87,24,0.05,25.545108,76.86477,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1858,975.39,35.17,61.3,0,0.04,25.545109,76.864769,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1859,975.39,35.14,60.78,48,0.03,25.545108,76.86477,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1860,975.39,34.76,61.64,36,0.05,25.545112,76.864773,320.029536645152,0.00038,0.1249,0.00002,0.0291,-0.18331
1861,975.4,35.6,59.23,12,0.05,25.545121,76.864771,319.943688918568,0.00038,0.1249,0.00002,0.0291,-0.18331
1862,975.4,35.57,59.43,24,0.05,25.545119,76.86477,319.943688918568,0.00038,0.1249,0.00002,0.0291,-0.18331
1863,975.4,35.42,59.72,60,0.04,25.545112,76.864765,319.943688918568,0.00038,0.1249,0.00002,0.0291,-0.18331
1864,975.4,34.98,60.28,24,0.04,25.545111,76.864771,319.943688918568,0.00038,0.1249,0.00002,0.0291,-0.18331
1865,975.4,34.88,60.06,36,0.04,25.545109,76.864772,319.943688918568,0.00038,0.1249,0.00002,0.0291,-0.18331
1866,975.41,35.1,60.59,12,0.05,25.545109,76.864771,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1867,975.41,35.08,60.38,24,0.05,25.545111,76.864771,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1868,975.41,35.03,60.38,0,0.04,25.545111,76.864772,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1869,975.41,35,60.01,36,0.05,25.545111,76.864771,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1870,975.41,34.92,60.27,0,0.04,25.545108,76.864771,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1871,975.41,34.63,61.62,12,0.05,25.545105,76.864762,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1872,975.41,33.81,62.97,24,0.05,25.545097,76.864764,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1873,975.41,33.78,62.67,36,0.05,25.545095,76.864762,319.857841904651,0.00038,0.1249,0.00002,0.0291,-0.18331
1874,975.42,35.32,60.29,12,0.04,25.545111,76.864768,319.771995603392,0.00038,0.1249,0.00002,0.0291,-0.18331
1875,975.42,35.12,60.5,24,0.04,25.545109,76.864771,319.771995603392,0.00038,0.1249,0.00002,0.0291,-0.18331
1876,975.42,35.02,60.2,24,0.04,25.545111,76.864772,319.771995603392,0.00038,0.1249,0.00002,0.0291,-0.18331
1877,975.42,33.75,62.58,12,0.05,25.545093,76.864764,319.771995603392,0.00038,0.1249,0.00002,0.0291,-0.18331
1878,975.43,35.34,60.29,48,0.05,25.545112,76.864768,319.686150014777,0.00038,0.1249,0.00002,0.0291,-0.18331
1879,975.43,35.06,60.31,60,0.05,25.545111,76.864771,319.686150014777,0.00038,0.1249,0.00002,0.0291,-0.18331
1880,975.43,34.9,60.39,0,0.04,25.545108,76.864771,319.686150014777,0.00038,0.1249,0.00002,0.0291,-0.18331
1881,975.43,34.8,61.38,24,0.04,25.545113,76.864773,319.686150014777,0.00038,0.1249,0.00002,0.0291,-0.18331
1882,975.43,34.75,61.61,36,0.05,25.54511,76.864771,319.686150014777,0.00038,0.1249,0.00002,0.0291,-0.18331
1883,975.43,34.46,62.06,48,0.04,25.545096,76.864763,319.686150014777,0.00038,0.1249,0.00002,0.0291,-0.18331
1884,975.44,35.17,61.13,36,0.02,25.545108,76.864769,319.600305138794,0.00038,0.1249,0.00002,0.0291,-0.18331
1885,975.44,34.45,62.33,36,0.05,25.545095,76.864766,319.600305138794,0.00038,0.1249,0.00002,0.0291,-0.18331
1886,975.45,35.04,60.4,84,0.04,25.545111,76.864772,319.51446097543,0.00038,0.1249,0.00002,0.0291,-0.18331
1887,975.45,34.83,61.21,24,0.05,25.54511,76.864772,319.51446097543,0.00038,0.1249,0.00002,0.0291,-0.18331
1888,975.45,34.78,61.34,24,0.04,25.545113,76.864773,319.51446097543,0.00038,0.1249,0.00002,0.0291,-0.18331
1889,975.45,34.68,61.49,12,0.05,25.54511,76.864769,319.51446097543,0.00038,0.1249,0.00002,0.0291,-0.18331
1890,975.45,33.09,63.59,48,0.05,25.545089,76.86477,319.51446097543,0.00038,0.1249,0.00002,0.0291,-0.18331
1891,975.45,16.91,90.24,12,0.06,25.545085,76.864788,319.51446097543,0.00038,0.1249,0.00002,0.0291,-0.18331
1892,975.46,34.95,60.22,24,0.04,25.54511,76.864772,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1893,975.46,34.74,62.03,48,0.05,25.54511,76.864771,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1894,975.46,34.67,61.57,36,0.05,25.545108,76.864767,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1895,975.46,34.49,61.88,0,0.06,25.545098,76.864761,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1896,975.46,34.18,62.01,48,0.05,25.545097,76.864763,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1897,975.46,34.16,62.19,24,0.06,25.545096,76.864763,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1898,975.46,34.11,62.31,24,0.05,25.545092,76.864764,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1899,975.46,33.77,62.66,48,0.05,25.545095,76.864763,319.428617524675,0.00038,0.1249,0.00002,0.0291,-0.18331
1900,975.47,35.41,59.74,48,0.05,25.545112,76.864766,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1901,975.47,34.65,61.64,12,0.04,25.545105,76.864762,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1902,975.47,34.6,61.45,24,0.05,25.545105,76.864761,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1903,975.47,34.56,61.94,60,0.04,25.545103,76.86476,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1904,975.47,34.53,61.92,24,0.06,25.545103,76.86476,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1905,975.47,34.37,62.24,12,0.06,25.545098,76.864767,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1906,975.47,34.35,62.14,12,0.05,25.545099,76.864768,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1907,975.47,34.14,62.24,24,0.06,25.545094,76.864763,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1908,975.47,33.99,62.84,60,0.06,25.54509,76.864767,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1909,975.47,33.91,62.59,24,0.05,25.545096,76.864768,319.342774786504,0.00038,0.1249,0.00002,0.0291,-0.18331
1910,975.48,35.09,60.23,12,0.04,25.54511,76.864771,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1911,975.48,34.86,61,48,0.05,25.545109,76.864772,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1912,975.48,34.52,61.88,24,0.05,25.5451,76.86476,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1913,975.48,34.42,62.08,12,0.05,25.545095,76.864766,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1914,975.48,34.41,62.48,48,0.05,25.545096,76.864766,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1915,975.48,34.34,61.66,24,0.05,25.545099,76.864768,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1916,975.48,34.32,61.76,48,0.06,25.545099,76.864768,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1917,975.48,33.95,62.67,24,0.05,25.545094,76.864768,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1918,975.48,33.93,62.57,48,0.05,25.545095,76.864768,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1919,975.48,33.9,62.69,12,0.06,25.545097,76.864766,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1920,975.48,33.85,62.51,60,0.06,25.545097,76.864766,319.256932760917,0.00038,0.1249,0.00002,0.0291,-0.18331
1921,975.49,34.38,62.05,36,0.06,25.545098,76.864767,319.171091447894,0.00038,0.1249,0.00002,0.0291,-0.18331
1922,975.49,34.3,61.91,0,0.06,25.545099,76.864768,319.171091447894,0.00038,0.1249,0.00002,0.0291,-0.18331
1923,975.49,34.28,62.08,48,0.06,25.545099,76.864768,319.171091447894,0.00038,0.1249,0.00002,0.0291,-0.18331
1924,975.49,33.48,62.88,0,0.05,25.545099,76.86477,319.171091447894,0.00038,0.1249,0.00002,0.0291,-0.18331
1925,975.5,34.71,61.53,24,0.05,25.54511,76.86477,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1926,975.5,34.22,61.95,24,0.05,25.545097,76.864763,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1927,975.5,33.83,62.98,36,0.05,25.545097,76.864765,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1928,975.5,33.72,62.78,36,0.06,25.545091,76.864765,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1929,975.5,33.7,62.72,24,0.05,25.54509,76.864766,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1930,975.5,33.24,62.75,24,0.06,25.545087,76.864771,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1931,975.5,16.86,90.05,0,0.06,25.545081,76.864784,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1932,975.5,16.81,89.85,24,0.04,25.545081,76.864784,319.085250847425,0.00038,0.1249,0.00002,0.0291,-0.18331
1933,975.51,33.96,62.73,36,0.05,25.545092,76.864768,318.999410959491,0.00038,0.1249,0.00002,0.0291,-0.18331
1934,975.51,33.74,62.55,48,0.05,25.545093,76.864764,318.999410959491,0.00038,0.1249,0.00002,0.0291,-0.18331
1935,975.51,33.67,62.57,12,0.06,25.545089,76.864767,318.999410959491,0.00038,0.1249,0.00002,0.0291,-0.18331
1936,975.51,33.54,62.95,12,0.05,25.545099,76.864769,318.999410959491,0.00038,0.1249,0.00002,0.0291,-0.18331
1937,975.52,34.04,62.48,24,0.05,25.54509,76.864765,318.913571784087,0.00038,0.1249,0.00002,0.0291,-0.18331
1938,975.52,33.89,62.79,24,0.05,25.545097,76.864766,318.913571784087,0.00038,0.1249,0.00002,0.0291,-0.18331
1939,975.52,33.29,62.97,48,0.03,25.545089,76.864771,318.913571784087,0.00038,0.1249,0.00002,0.0291,-0.18331
1940,975.53,34.01,62.58,36,0.06,25.545089,76.864766,318.827733321194,0.00038,0.1249,0.00002,0.0291,-0.18331
1941,975.53,33.51,62.98,0,0.05,25.5451,76.86477,318.827733321194,0.00038,0.1249,0.00002,0.0291,-0.18331
1942,975.53,19.39,91.32,36,0.05,25.545111,76.864802,318.827733321194,0.00038,0.1249,0.00002,0.0291,-0.18331
1943,975.54,34.06,62.34,12,0.05,25.54509,76.864765,318.7418955708,0.00038,0.1249,0.00002,0.0291,-0.18331
1944,975.54,33.16,63.44,12,0.06,25.545088,76.864769,318.7418955708,0.00038,0.1249,0.00002,0.0291,-0.18331
1945,975.54,32.76,64.31,36,0.06,25.545086,76.86477,318.7418955708,0.00038,0.1249,0.00002,0.0291,-0.18331
1946,975.54,32.1,65.41,36,0.08,25.545097,76.864774,318.7418955708,0.00038,0.1249,0.00002,0.0291,-0.18331
1947,975.54,17.25,90.43,36,0.04,25.545099,76.864798,318.7418955708,0.00038,0.1249,0.00002,0.0291,-0.18331
1948,975.54,16.51,90.01,12,0.18,25.545074,76.864763,318.7418955708,0.00038,0.1249,0.00002,0.0291,-0.18331
1949,975.55,34.25,61.85,12,0.06,25.545099,76.864766,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1950,975.55,33.57,62.88,12,0.06,25.545098,76.864769,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1951,975.55,33.47,62.89,36,0.05,25.545096,76.86477,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
1952,975.55,33.42,62.84,0,0.05,25.545093,76.86477,318.656058532893,0.00038,0.1249,0.00002,0.0291,-0.18331
