fid,Pressure_h,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,aod55_Octo,aod47_Octo,UVAI_Octob
1636,974.92,24,0.06,25.545085,76.864762,324.065183931543,0,0,-1.70276
1637,974.93,24,0.05,25.545072,76.864767,323.979302694488,0,0,-1.70276
1638,974.93,60,0.04,25.545076,76.864768,323.979302694488,0,0,-1.70276
1639,974.93,24,0.05,25.545074,76.86477,323.979302694488,0,0,-1.70276
1640,974.93,48,0.05,25.545078,76.86478,323.979302694488,0,0,-1.70276
1641,974.93,24,0.06,25.545084,76.864765,323.979302694488,0,0,-1.70276
1642,974.93,12,0.06,25.545086,76.864761,323.979302694488,0,0,-1.70276
1643,974.94,36,0.06,25.545072,76.864768,323.893422170727,0,0,-1.70276
1644,974.94,24,0.06,25.545085,76.864765,323.893422170727,0,0,-1.70276
1645,974.94,12,0.05,25.545073,76.864772,323.893422170727,0,0,-1.70276
1646,974.94,24,0.05,25.545073,76.864773,323.893422170727,0,0,-1.70276
1647,974.94,36,0,25.545071,76.864778,323.893422170727,0,0,-1.70276
1648,974.94,24,0.02,25.545074,76.86478,323.893422170727,0,0,-1.70276
1649,974.94,0,0.05,25.545091,76.864767,323.893422170727,0,0,-1.70276
1650,974.95,24,0.06,25.545074,76.864765,323.807542360243,0,0,-1.70276
1651,974.95,60,0.06,25.545073,76.86477,323.807542360243,0,0,-1.70276
1652,974.95,24,0.06,25.545089,76.86476,323.807542360243,0,0,-1.70276
1653,974.95,36,0.06,25.545087,76.86476,323.807542360243,0,0,-1.70276
1654,974.96,0,0.05,25.545076,76.864765,323.721663263027,0,0,-1.70276
1655,974.96,48,0.04,25.545073,76.864772,323.721663263027,0,0,-1.70276
1656,974.97,36,0.04,25.545077,76.864765,323.635784879069,0,0,-1.70276
1657,974.97,0,0.05,25.545072,76.864768,323.635784879069,0,0,-1.70276
1658,974.97,0,0.06,25.545071,76.864767,323.635784879069,0,0,-1.70276
1659,974.97,0,0.06,25.545079,76.864766,323.635784879069,0,0,-1.70276
1660,974.97,48,0.06,25.545074,76.864768,323.635784879069,0,0,-1.70276
1661,974.97,36,0.06,25.545091,76.864765,323.635784879069,0,0,-1.70276
1662,974.97,24,0.06,25.545084,76.864765,323.635784879069,0,0,-1.70276
1663,974.98,0,0.06,25.54507,76.864768,323.549907208345,0,0,-1.70276
1664,974.98,24,0.05,25.545076,76.864766,323.549907208345,0,0,-1.70276
1665,974.98,36,0.06,25.545084,76.864766,323.549907208345,0,0,-1.70276
1666,974.98,36,0.06,25.545084,76.864765,323.549907208345,0,0,-1.70276
1667,974.98,36,0.05,25.545089,76.86476,323.549907208345,0,0,-1.70276
1668,974.98,24,0.05,25.54509,76.864767,323.549907208345,0,0,-1.70276
1669,974.99,36,0.05,25.545084,76.864766,323.46403025085,0,0,-1.70276
1670,974.99,0,0.05,25.545084,76.864766,323.46403025085,0,0,-1.70276
1671,974.99,48,0.06,25.545084,76.864767,323.46403025085,0,0,-1.70276
1672,974.99,24,0.06,25.545085,76.864763,323.46403025085,0,0,-1.70276
1673,974.99,24,0.06,25.545085,76.864761,323.46403025085,0,0,-1.70276
1674,974.99,0,0.06,25.545093,76.864775,323.46403025085,0,0,-1.70276
1675,975,36,0.06,25.545084,76.864766,323.378154006569,0,0,-1.70276
1676,975,48,0.06,25.54509,76.864761,323.378154006569,0,0,-1.70276
1677,975,24,0.06,25.54509,76.864767,323.378154006569,0,0,-1.70276
1678,975,24,0.06,25.545089,76.864765,323.378154006569,0,0,-1.70276
1679,975,12,0.07,25.545091,76.864767,323.378154006569,0,0,-1.70276
1680,975.01,24,0.04,25.545086,76.864763,323.292278475487,0,0,-1.70276
1681,975.02,24,0.06,25.545086,76.864768,323.206403657594,0,0,-1.70276
1682,975.02,36,0.06,25.545086,76.864768,323.206403657594,0,0,-1.70276
1683,975.02,24,0.07,25.545088,76.864769,323.206403657594,0,0,-1.70276
1684,975.03,12,0.05,25.545085,76.864764,323.120529552876,0,0,-1.70276
1685,975.04,12,0.05,25.545086,76.864763,323.034656161318,0,0,-1.70276
1686,975.04,24,0.04,25.545084,76.864765,323.034656161318,0,0,-1.70276
1687,975.05,24,0.06,25.545084,76.864766,322.948783482905,0,0,-1.70276
1688,975.05,36,0.07,25.545084,76.864768,322.948783482905,0,0,-1.70276
1689,975.05,24,0.07,25.545087,76.864768,322.948783482905,0,0,-1.70276
1690,975.05,60,0.08,25.54509,76.86477,322.948783482905,0,0,-1.70276
1691,975.05,12,0.07,25.545091,76.864772,322.948783482905,0,0,-1.70276
1692,975.06,0,0.07,25.545093,76.864775,322.862911517627,0,0,-1.70276
1693,975.06,36,0.06,25.545089,76.864772,322.862911517627,0,0,-1.70276
1694,975.06,0,0.06,25.545088,76.864772,322.862911517627,0,0,-1.70276
1695,975.06,0,0.07,25.545086,76.864768,322.862911517627,0,0,-1.70276
1696,975.07,12,0.06,25.545092,76.864773,322.77704026547,0,0,-1.70276
1697,975.08,0,0.07,25.54509,76.864771,322.691169726423,0,0,-1.70276
1698,975.08,0,0.06,25.545091,76.864772,322.691169726423,0,0,-1.70276
1699,975.08,48,0.07,25.545092,76.864773,322.691169726423,0,0,-1.70276
1700,975.08,12,0.06,25.545087,76.864766,322.691169726423,0,0,-1.70276
1701,975.08,24,0.07,25.545089,76.864762,322.691169726423,0,0,-1.70276
1702,975.09,36,0.07,25.545084,76.864768,322.605299900468,0,0,-1.70276
1703,975.09,12,0.07,25.545088,76.864764,322.605299900468,0,0,-1.70276
1704,975.09,36,0.07,25.545088,76.864763,322.605299900468,0,0,-1.70276
1705,975.1,72,0.06,25.545084,76.864767,322.519430787593,0,0,-1.70276
1706,975.1,60,0.07,25.545093,76.864775,322.519430787593,0,0,-1.70276
1707,975.1,24,0.07,25.545088,76.864772,322.519430787593,0,0,-1.70276
1708,975.1,0,0.07,25.545096,76.864763,322.519430787593,0,0,-1.70276
1709,975.11,24,0.07,25.545087,76.86477,322.433562387789,0,0,-1.70276
1710,975.11,0,0.07,25.545088,76.864772,322.433562387789,0,0,-1.70276
1711,975.11,24,0.07,25.545087,76.864766,322.433562387789,0,0,-1.70276
1712,975.11,24,0.06,25.54509,76.864762,322.433562387789,0,0,-1.70276
1713,975.11,36,0.06,25.545096,76.864762,322.433562387789,0,0,-1.70276
1714,975.12,0,0.07,25.545092,76.864773,322.347694701038,0,0,-1.70276
1715,975.12,0,0.06,25.545087,76.86477,322.347694701038,0,0,-1.70276
1716,975.13,12,0.06,25.545084,76.864765,322.261827727332,0,0,-1.70276
1717,975.13,12,0.07,25.545092,76.864763,322.261827727332,0,0,-1.70276
1718,975.13,36,0.07,25.545095,76.864766,322.261827727332,0,0,-1.70276
1719,975.13,72,0.07,25.545095,76.864762,322.261827727332,0,0,-1.70276
1720,975.14,24,0.07,25.545095,76.864765,322.175961466649,0,0,-1.70276
1721,975.14,12,0.06,25.545096,76.864766,322.175961466649,0,0,-1.70276
1722,975.14,12,0.07,25.545094,76.864761,322.175961466649,0,0,-1.70276
1723,975.14,12,0.07,25.545096,76.864762,322.175961466649,0,0,-1.70276
1724,975.15,60,0.06,25.54509,76.864771,322.090095918988,0,0,-1.70276
1725,975.15,0,0.07,25.545096,76.864764,322.090095918988,0,0,-1.70276
1726,975.15,12,0.07,25.545094,76.864759,322.090095918988,0,0,-1.70276
1727,975.15,36,0.08,25.545109,76.864758,322.090095918988,0,0,-1.70276
1728,975.15,48,0.07,25.54513,76.864761,322.090095918988,0,0,-1.70276
1729,975.16,12,0.07,25.545096,76.864764,322.004231084324,0,0,-1.70276
1730,975.16,24,0.06,25.545095,76.86476,322.004231084324,0,0,-1.70276
1731,975.17,0,0.07,25.545094,76.864765,321.918366962648,0,0,-1.70276
1732,975.17,36,0.07,25.545095,76.864761,321.918366962648,0,0,-1.70276
1733,975.17,48,0.08,25.545099,76.864762,321.918366962648,0,0,-1.70276
1734,975.17,0,0.07,25.545106,76.864764,321.918366962648,0,0,-1.70276
1735,975.18,24,0.06,25.54509,76.864762,321.83250355395,0,0,-1.70276
1736,975.18,12,0.08,25.545094,76.864761,321.83250355395,0,0,-1.70276
1737,975.18,60,0.07,25.545111,76.86476,321.83250355395,0,0,-1.70276
1738,975.18,36,0.07,25.545109,76.864757,321.83250355395,0,0,-1.70276
1739,975.18,12,0.08,25.545114,76.864765,321.83250355395,0,0,-1.70276
1740,975.18,24,0.07,25.545124,76.864762,321.83250355395,0,0,-1.70276
1741,975.18,12,0.08,25.545127,76.864764,321.83250355395,0,0,-1.70276
1742,975.19,0,0.07,25.545094,76.864758,321.746640858209,0,0,-1.70276
1743,975.19,0,0.08,25.545095,76.86476,321.746640858209,0,0,-1.70276
1744,975.19,24,0.08,25.545103,76.864763,321.746640858209,0,0,-1.70276
1745,975.19,12,0.08,25.545109,76.864762,321.746640858209,0,0,-1.70276
1746,975.19,24,0.09,25.545109,76.864757,321.746640858209,0,0,-1.70276
1747,975.19,24,0.09,25.54511,76.86476,321.746640858209,0,0,-1.70276
1748,975.19,72,0.06,25.545124,76.864763,321.746640858209,0,0,-1.70276
1749,975.19,36,0.06,25.545124,76.864764,321.746640858209,0,0,-1.70276
1750,975.19,12,0.06,25.545125,76.864764,321.746640858209,0,0,-1.70276
1751,975.2,24,0.07,25.545094,76.864759,321.660778875422,0,0,-1.70276
1752,975.2,0,0.07,25.545107,76.864763,321.660778875422,0,0,-1.70276
1753,975.2,24,0.09,25.545117,76.864766,321.660778875422,0,0,-1.70276
1754,975.2,24,0.04,25.545119,76.864764,321.660778875422,0,0,-1.70276
1755,975.21,12,0.06,25.545094,76.864765,321.574917605568,0,0,-1.70276
1756,975.21,48,0.09,25.545111,76.86476,321.574917605568,0,0,-1.70276
1757,975.21,12,0.08,25.545109,76.864758,321.574917605568,0,0,-1.70276
1758,975.21,0,0.07,25.545109,76.864758,321.574917605568,0,0,-1.70276
1759,975.21,60,0.07,25.545125,76.864764,321.574917605568,0,0,-1.70276
1760,975.21,24,0.07,25.545124,76.864767,321.574917605568,0,0,-1.70276
1761,975.21,12,0.08,25.545126,76.864762,321.574917605568,0,0,-1.70276
1762,975.21,48,0.06,25.545119,76.864765,321.574917605568,0,0,-1.70276
1763,975.22,36,0.08,25.545099,76.864762,321.489057048643,0,0,-1.70276
1764,975.22,12,0.07,25.545102,76.864763,321.489057048643,0,0,-1.70276
1765,975.22,36,0.07,25.54511,76.86476,321.489057048643,0,0,-1.70276
1766,975.22,36,0.07,25.545122,76.864765,321.489057048643,0,0,-1.70276
1767,975.22,48,0.06,25.545119,76.864764,321.489057048643,0,0,-1.70276
1768,975.22,24,0.04,25.545122,76.864763,321.489057048643,0,0,-1.70276
1769,975.22,12,0.06,25.545124,76.864765,321.489057048643,0,0,-1.70276
1770,975.22,84,0.07,25.545118,76.864765,321.489057048643,0,0,-1.70276
1771,975.23,24,0.08,25.545108,76.864763,321.403197204621,0,0,-1.70276
1772,975.23,36,0.09,25.545111,76.864761,321.403197204621,0,0,-1.70276
1773,975.23,24,0.07,25.545126,76.864765,321.403197204621,0,0,-1.70276
1774,975.23,12,0.07,25.545128,76.864763,321.403197204621,0,0,-1.70276
1775,975.24,36,0.08,25.545108,76.864757,321.317338073494,0,0,-1.70276
1776,975.24,36,0.07,25.545116,76.864766,321.317338073494,0,0,-1.70276
1777,975.24,24,0.06,25.545124,76.864763,321.317338073494,0,0,-1.70276
1778,975.24,12,0.07,25.545124,76.864762,321.317338073494,0,0,-1.70276
1779,975.24,24,0.06,25.54513,76.864761,321.317338073494,0,0,-1.70276
1780,975.24,12,0.06,25.545128,76.864761,321.317338073494,0,0,-1.70276
1781,975.24,48,0.04,25.545125,76.864764,321.317338073494,0,0,-1.70276
1782,975.24,48,0.05,25.545116,76.864762,321.317338073494,0,0,-1.70276
1783,975.24,24,0.07,25.545119,76.864764,321.317338073494,0,0,-1.70276
1784,975.25,36,0.09,25.54512,76.864766,321.231479655256,0,0,-1.70276
1785,975.25,36,0.08,25.545124,76.864766,321.231479655256,0,0,-1.70276
1786,975.25,24,0.06,25.545121,76.864765,321.231479655256,0,0,-1.70276
1787,975.25,48,0.06,25.545119,76.864764,321.231479655256,0,0,-1.70276
1788,975.25,36,0.06,25.54512,76.864765,321.231479655256,0,0,-1.70276
1789,975.25,48,0.06,25.545117,76.864762,321.231479655256,0,0,-1.70276
1790,975.25,24,0.07,25.545122,76.864766,321.231479655256,0,0,-1.70276
1791,975.26,72,0.08,25.545116,76.864766,321.145621949882,0,0,-1.70276
1792,975.26,24,0.07,25.545128,76.864761,321.145621949882,0,0,-1.70276
1793,975.26,36,0.08,25.545121,76.864765,321.145621949882,0,0,-1.70276
1794,975.26,12,0.06,25.545125,76.864764,321.145621949882,0,0,-1.70276
1795,975.26,60,0.05,25.545124,76.864765,321.145621949882,0,0,-1.70276
1796,975.26,24,0.05,25.545122,76.864765,321.145621949882,0,0,-1.70276
1797,975.26,24,0.06,25.54512,76.864765,321.145621949882,0,0,-1.70276
1798,975.27,36,0.08,25.545114,76.864765,321.059764957363,0,0,-1.70276
1799,975.27,48,0.07,25.545124,76.864764,321.059764957363,0,0,-1.70276
1800,975.27,72,0.07,25.545124,76.864762,321.059764957363,0,0,-1.70276
1801,975.27,24,0.06,25.545125,76.864763,321.059764957363,0,0,-1.70276
1802,975.27,72,0.07,25.545119,76.864764,321.059764957363,0,0,-1.70276
1803,975.27,48,0.07,25.545116,76.864764,321.059764957363,0,0,-1.70276
1804,975.27,84,0.06,25.545115,76.864762,321.059764957363,0,0,-1.70276
1805,975.28,12,0.07,25.54512,76.864766,320.973908677694,0,0,-1.70276
1806,975.28,24,0.07,25.545124,76.864766,320.973908677694,0,0,-1.70276
1807,975.28,24,0.08,25.545125,76.864766,320.973908677694,0,0,-1.70276
1808,975.28,48,0.07,25.545119,76.864767,320.973908677694,0,0,-1.70276
1809,975.28,72,0.07,25.545119,76.864767,320.973908677694,0,0,-1.70276
1810,975.28,12,0.07,25.545122,76.864766,320.973908677694,0,0,-1.70276
1811,975.29,48,0.07,25.545124,76.864763,320.88805311085,0,0,-1.70276
1812,975.29,0,0.06,25.545121,76.864765,320.88805311085,0,0,-1.70276
1813,975.29,24,0.05,25.545116,76.864764,320.88805311085,0,0,-1.70276
1814,975.29,24,0.06,25.545121,76.864767,320.88805311085,0,0,-1.70276
1815,975.29,12,0.04,25.545112,76.864767,320.88805311085,0,0,-1.70276
1816,975.3,0,0.06,25.545123,76.864765,320.802198256822,0,0,-1.70276
1817,975.3,36,0.06,25.545118,76.864763,320.802198256822,0,0,-1.70276
1818,975.3,24,0.06,25.545119,76.864764,320.802198256822,0,0,-1.70276
1819,975.3,12,0.05,25.545112,76.864766,320.802198256822,0,0,-1.70276
1820,975.31,12,0.07,25.54513,76.864762,320.716344115599,0,0,-1.70276
1821,975.31,12,0.06,25.545116,76.864762,320.716344115599,0,0,-1.70276
1822,975.31,24,0.06,25.54512,76.864768,320.716344115599,0,0,-1.70276
1823,975.31,24,0.06,25.545121,76.864765,320.716344115599,0,0,-1.70276
1824,975.31,0,0.06,25.545122,76.864766,320.716344115599,0,0,-1.70276
1825,975.31,48,0.06,25.545119,76.864767,320.716344115599,0,0,-1.70276
1826,975.31,60,0.05,25.545121,76.864771,320.716344115599,0,0,-1.70276
1827,975.32,72,0.08,25.545125,76.864766,320.630490687166,0,0,-1.70276
1828,975.32,12,0.06,25.545119,76.864763,320.630490687166,0,0,-1.70276
1829,975.33,12,0.06,25.54512,76.864764,320.54463797151,0,0,-1.70276
1830,975.34,84,0.06,25.545119,76.864768,320.458785968619,0,0,-1.70276
1831,975.34,12,0.05,25.54512,76.864764,320.458785968619,0,0,-1.70276
1832,975.34,24,0.05,25.545119,76.864769,320.458785968619,0,0,-1.70276
1833,975.34,0,0.06,25.545121,76.864771,320.458785968619,0,0,-1.70276
1834,975.34,24,0.05,25.545112,76.864766,320.458785968619,0,0,-1.70276
1835,975.34,12,0.05,25.545113,76.864767,320.458785968619,0,0,-1.70276
1836,975.35,48,0.06,25.545119,76.864767,320.372934678475,0,0,-1.70276
1837,975.35,12,0.01,25.545108,76.86477,320.372934678475,0,0,-1.70276
1838,975.36,24,0.05,25.545112,76.864766,320.287084101073,0,0,-1.70276
1839,975.36,24,0.05,25.545112,76.864765,320.287084101073,0,0,-1.70276
1840,975.36,24,0.04,25.545113,76.864766,320.287084101073,0,0,-1.70276
1841,975.36,12,0.03,25.545109,76.864769,320.287084101073,0,0,-1.70276
1842,975.37,12,0.05,25.545119,76.864764,320.201234236392,0,0,-1.70276
1843,975.37,24,0.06,25.545122,76.864771,320.201234236392,0,0,-1.70276
1844,975.37,36,0.04,25.545121,76.864771,320.201234236392,0,0,-1.70276
1845,975.37,60,0.05,25.545119,76.86477,320.201234236392,0,0,-1.70276
1846,975.37,12,0.05,25.545117,76.864768,320.201234236392,0,0,-1.70276
1847,975.37,12,0.05,25.545113,76.864765,320.201234236392,0,0,-1.70276
1848,975.37,24,0.05,25.545113,76.864764,320.201234236392,0,0,-1.70276
1849,975.37,36,0.05,25.545111,76.864769,320.201234236392,0,0,-1.70276
1850,975.37,48,0.05,25.54511,76.864769,320.201234236392,0,0,-1.70276
1851,975.38,36,0.07,25.54512,76.864768,320.115385084423,0,0,-1.70276
1852,975.38,48,0.07,25.545122,76.864767,320.115385084423,0,0,-1.70276
1853,975.38,24,0.06,25.545095,76.864762,320.115385084423,0,0,-1.70276
1854,975.39,60,0.05,25.545112,76.864767,320.029536645152,0,0,-1.70276
1855,975.39,48,0.05,25.545113,76.864765,320.029536645152,0,0,-1.70276
1856,975.39,60,0.04,25.54511,76.864769,320.029536645152,0,0,-1.70276
1857,975.39,24,0.05,25.545108,76.86477,320.029536645152,0,0,-1.70276
1858,975.39,0,0.04,25.545109,76.864769,320.029536645152,0,0,-1.70276
1859,975.39,48,0.03,25.545108,76.86477,320.029536645152,0,0,-1.70276
1860,975.39,36,0.05,25.545112,76.864773,320.029536645152,0,0,-1.70276
1861,975.4,12,0.05,25.545121,76.864771,319.943688918568,0,0,-1.70276
1862,975.4,24,0.05,25.545119,76.86477,319.943688918568,0,0,-1.70276
1863,975.4,60,0.04,25.545112,76.864765,319.943688918568,0,0,-1.70276
1864,975.4,24,0.04,25.545111,76.864771,319.943688918568,0,0,-1.70276
1865,975.4,36,0.04,25.545109,76.864772,319.943688918568,0,0,-1.70276
1866,975.41,12,0.05,25.545109,76.864771,319.857841904651,0,0,-1.70276
1867,975.41,24,0.05,25.545111,76.864771,319.857841904651,0,0,-1.70276
1868,975.41,0,0.04,25.545111,76.864772,319.857841904651,0,0,-1.70276
1869,975.41,36,0.05,25.545111,76.864771,319.857841904651,0,0,-1.70276
1870,975.41,0,0.04,25.545108,76.864771,319.857841904651,0,0,-1.70276
1871,975.41,12,0.05,25.545105,76.864762,319.857841904651,0,0,-1.70276
1872,975.41,24,0.05,25.545097,76.864764,319.857841904651,0,0,-1.70276
1873,975.41,36,0.05,25.545095,76.864762,319.857841904651,0,0,-1.70276
1874,975.42,12,0.04,25.545111,76.864768,319.771995603392,0,0,-1.70276
1875,975.42,24,0.04,25.545109,76.864771,319.771995603392,0,0,-1.70276
1876,975.42,24,0.04,25.545111,76.864772,319.771995603392,0,0,-1.70276
1877,975.42,12,0.05,25.545093,76.864764,319.771995603392,0,0,-1.70276
1878,975.43,48,0.05,25.545112,76.864768,319.686150014777,0,0,-1.70276
1879,975.43,60,0.05,25.545111,76.864771,319.686150014777,0,0,-1.70276
1880,975.43,0,0.04,25.545108,76.864771,319.686150014777,0,0,-1.70276
1881,975.43,24,0.04,25.545113,76.864773,319.686150014777,0,0,-1.70276
1882,975.43,36,0.05,25.54511,76.864771,319.686150014777,0,0,-1.70276
1883,975.43,48,0.04,25.545096,76.864763,319.686150014777,0,0,-1.70276
1884,975.44,36,0.02,25.545108,76.864769,319.600305138794,0,0,-1.70276
1885,975.44,36,0.05,25.545095,76.864766,319.600305138794,0,0,-1.70276
1886,975.45,84,0.04,25.545111,76.864772,319.51446097543,0,0,-1.70276
1887,975.45,24,0.05,25.54511,76.864772,319.51446097543,0,0,-1.70276
1888,975.45,24,0.04,25.545113,76.864773,319.51446097543,0,0,-1.70276
1889,975.45,12,0.05,25.54511,76.864769,319.51446097543,0,0,-1.70276
1890,975.45,48,0.05,25.545089,76.86477,319.51446097543,0,0,-1.70276
1891,975.45,12,0.06,25.545085,76.864788,319.51446097543,0,0,-1.70276
1892,975.46,24,0.04,25.54511,76.864772,319.428617524675,0,0,-1.70276
1893,975.46,48,0.05,25.54511,76.864771,319.428617524675,0,0,-1.70276
1894,975.46,36,0.05,25.545108,76.864767,319.428617524675,0,0,-1.70276
1895,975.46,0,0.06,25.545098,76.864761,319.428617524675,0,0,-1.70276
1896,975.46,48,0.05,25.545097,76.864763,319.428617524675,0,0,-1.70276
1897,975.46,24,0.06,25.545096,76.864763,319.428617524675,0,0,-1.70276
1898,975.46,24,0.05,25.545092,76.864764,319.428617524675,0,0,-1.70276
1899,975.46,48,0.05,25.545095,76.864763,319.428617524675,0,0,-1.70276
1900,975.47,48,0.05,25.545112,76.864766,319.342774786504,0,0,-1.70276
1901,975.47,12,0.04,25.545105,76.864762,319.342774786504,0,0,-1.70276
1902,975.47,24,0.05,25.545105,76.864761,319.342774786504,0,0,-1.70276
1903,975.47,60,0.04,25.545103,76.86476,319.342774786504,0,0,-1.70276
1904,975.47,24,0.06,25.545103,76.86476,319.342774786504,0,0,-1.70276
1905,975.47,12,0.06,25.545098,76.864767,319.342774786504,0,0,-1.70276
1906,975.47,12,0.05,25.545099,76.864768,319.342774786504,0,0,-1.70276
1907,975.47,24,0.06,25.545094,76.864763,319.342774786504,0,0,-1.70276
1908,975.47,60,0.06,25.54509,76.864767,319.342774786504,0,0,-1.70276
1909,975.47,24,0.05,25.545096,76.864768,319.342774786504,0,0,-1.70276
1910,975.48,12,0.04,25.54511,76.864771,319.256932760917,0,0,-1.70276
1911,975.48,48,0.05,25.545109,76.864772,319.256932760917,0,0,-1.70276
1912,975.48,24,0.05,25.5451,76.86476,319.256932760917,0,0,-1.70276
1913,975.48,12,0.05,25.545095,76.864766,319.256932760917,0,0,-1.70276
1914,975.48,48,0.05,25.545096,76.864766,319.256932760917,0,0,-1.70276
1915,975.48,24,0.05,25.545099,76.864768,319.256932760917,0,0,-1.70276
1916,975.48,48,0.06,25.545099,76.864768,319.256932760917,0,0,-1.70276
1917,975.48,24,0.05,25.545094,76.864768,319.256932760917,0,0,-1.70276
1918,975.48,48,0.05,25.545095,76.864768,319.256932760917,0,0,-1.70276
1919,975.48,12,0.06,25.545097,76.864766,319.256932760917,0,0,-1.70276
1920,975.48,60,0.06,25.545097,76.864766,319.256932760917,0,0,-1.70276
1921,975.49,36,0.06,25.545098,76.864767,319.171091447894,0,0,-1.70276
1922,975.49,0,0.06,25.545099,76.864768,319.171091447894,0,0,-1.70276
1923,975.49,48,0.06,25.545099,76.864768,319.171091447894,0,0,-1.70276
1924,975.49,0,0.05,25.545099,76.86477,319.171091447894,0,0,-1.70276
1925,975.5,24,0.05,25.54511,76.86477,319.085250847425,0,0,-1.70276
1926,975.5,24,0.05,25.545097,76.864763,319.085250847425,0,0,-1.70276
1927,975.5,36,0.05,25.545097,76.864765,319.085250847425,0,0,-1.70276
1928,975.5,36,0.06,25.545091,76.864765,319.085250847425,0,0,-1.70276
1929,975.5,24,0.05,25.54509,76.864766,319.085250847425,0,0,-1.70276
1930,975.5,24,0.06,25.545087,76.864771,319.085250847425,0,0,-1.70276
1931,975.5,0,0.06,25.545081,76.864784,319.085250847425,0,0,-1.70276
1932,975.5,24,0.04,25.545081,76.864784,319.085250847425,0,0,-1.70276
1933,975.51,36,0.05,25.545092,76.864768,318.999410959491,0,0,-1.70276
1934,975.51,48,0.05,25.545093,76.864764,318.999410959491,0,0,-1.70276
1935,975.51,12,0.06,25.545089,76.864767,318.999410959491,0,0,-1.70276
1936,975.51,12,0.05,25.545099,76.864769,318.999410959491,0,0,-1.70276
1937,975.52,24,0.05,25.54509,76.864765,318.913571784087,0,0,-1.70276
1938,975.52,24,0.05,25.545097,76.864766,318.913571784087,0,0,-1.70276
1939,975.52,48,0.03,25.545089,76.864771,318.913571784087,0,0,-1.70276
1940,975.53,36,0.06,25.545089,76.864766,318.827733321194,0,0,-1.70276
1941,975.53,0,0.05,25.5451,76.86477,318.827733321194,0,0,-1.70276
1942,975.53,36,0.05,25.545111,76.864802,318.827733321194,0,0,-1.70276
1943,975.54,12,0.05,25.54509,76.864765,318.7418955708,0,0,-1.70276
1944,975.54,12,0.06,25.545088,76.864769,318.7418955708,0,0,-1.70276
1945,975.54,36,0.06,25.545086,76.86477,318.7418955708,0,0,-1.70276
1946,975.54,36,0.08,25.545097,76.864774,318.7418955708,0,0,-1.70276
1947,975.54,36,0.04,25.545099,76.864798,318.7418955708,0,0,-1.70276
1948,975.54,12,0.18,25.545074,76.864763,318.7418955708,0,0,-1.70276
1949,975.55,12,0.06,25.545099,76.864766,318.656058532893,0,0,-1.70276
1950,975.55,12,0.06,25.545098,76.864769,318.656058532893,0,0,-1.70276
1951,975.55,36,0.05,25.545096,76.86477,318.656058532893,0,0,-1.70276
1952,975.55,0,0.05,25.545093,76.86477,318.656058532893,0,0,-1.70276
1953,975.55,48,0.04,25.545089,76.864771,318.656058532893,0,0,-1.70276
1954,975.55,24,0.02,25.54509,76.86477,318.656058532893,0,0,-1.70276
1955,975.55,12,0.01,25.545092,76.86477,318.656058532893,0,0,-1.70276
1956,975.55,48,0.03,25.545107,76.864773,318.656058532893,0,0,-1.70276
1957,975.55,36,0,25.545119,76.864812,318.656058532893,0,0,-1.70276
1958,975.55,24,0.06,25.545099,76.864798,318.656058532893,0,0,-1.70276
1959,975.56,12,0.05,25.545096,76.86477,318.57022220746,0,0,-1.70276
1960,975.56,12,0.05,25.545089,76.864769,318.57022220746,0,0,-1.70276
1961,975.56,48,0.06,25.54509,76.864772,318.57022220746,0,0,-1.70276
1962,975.56,24,0.06,25.545089,76.864776,318.57022220746,0,0,-1.70276
1963,975.56,24,0.06,25.545088,76.864772,318.57022220746,0,0,-1.70276
1964,975.56,12,0.06,25.545084,76.864768,318.57022220746,0,0,-1.70276
1965,975.56,36,0.04,25.5451,76.864775,318.57022220746,0,0,-1.70276
1966,975.56,72,0.05,25.545103,76.864802,318.57022220746,0,0,-1.70276
1967,975.56,0,0.04,25.545119,76.864812,318.57022220746,0,0,-1.70276
1968,975.56,12,0.04,25.545111,76.864798,318.57022220746,0,0,-1.70276
1969,975.56,48,0.04,25.545104,76.864801,318.57022220746,0,0,-1.70276
1970,975.56,0,0.05,25.545085,76.864788,318.57022220746,0,0,-1.70276
1971,975.56,12,0.1,25.545073,76.864781,318.57022220746,0,0,-1.70276
1972,975.57,0,0.06,25.545091,76.864768,318.484386594484,0,0,-1.70276
1973,975.57,84,0.05,25.545095,76.86477,318.484386594484,0,0,-1.70276
1974,975.57,12,0.05,25.545086,76.86477,318.484386594484,0,0,-1.70276
1975,975.57,48,0.05,25.545088,76.864771,318.484386594484,0,0,-1.70276
1976,975.57,36,0.06,25.545086,76.86477,318.484386594484,0,0,-1.70276
1977,975.57,24,0.05,25.545089,76.864774,318.484386594484,0,0,-1.70276
1978,975.57,0,0.06,25.545087,76.864771,318.484386594484,0,0,-1.70276
1979,975.57,24,0.07,25.545085,76.86477,318.484386594484,0,0,-1.70276
1980,975.57,36,0.05,25.545105,76.864775,318.484386594484,0,0,-1.70276
1981,975.57,24,0.04,25.545106,76.864774,318.484386594484,0,0,-1.70276
1982,975.57,12,0.04,25.545104,76.864776,318.484386594484,0,0,-1.70276
1983,975.57,12,0.04,25.545097,76.864807,318.484386594484,0,0,-1.70276
